            121	    979	   1038
            122	    978	   1038
            123	    976	   1034
            124	    976	   1035
            125	    976	   1037
            126	    980	   1037
            127	    980	   1039
            128	    980	   1037
            129	    979	   1036
            130	    976	   1037
            131	    977	   1038
            132	    981	   1042
            133	    980	   1038
            134	    978	   1036
            135	    978	   1037
            136	    977	   1035
            137	    977	   1037
            138	    980	   1037
            139	    981	   1040
            140	    978	   1039
            141	    976	   1038
            142	    974	   1036
            143	    975	   1036
            144	    976	   1037
            145	    976	   1038
            146	    977	   1034
            147	    974	   1033
            148	    973	   1033
            149	    973	   1034
            150	    974	   1036
            151	    975	   1034
            152	    973	   1032
            153	    970	   1030
            154	    970	   1028
            155	    971	   1028
            156	    972	   1032
            157	    973	   1029
            158	    970	   1029
            159	    968	   1029
            160	    966	   1026
            161	    967	   1027
            162	    967	   1030
            163	    966	   1026
            164	    966	   1024
            165	    966	   1022
            166	    964	   1022
            167	    965	   1023
            168	    964	   1025
            169	    964	   1024
            170	    963	   1023
            171	    964	   1020
            172	    960	   1020
            173	    961	   1022
            174	    961	   1022
            175	    964	   1022
            176	    962	   1019
            177	    962	   1017
            178	    959	   1018
            179	    959	   1020
            180	    960	   1021
            181	    960	   1021
            182	    962	   1018
            183	    959	   1015
            184	    959	   1016
            185	    960	   1016
            186	    961	   1020
            187	    965	   1017
            188	    969	   1018
            189	    968	   1015
            190	    968	   1016
            191	    971	   1019
            192	    973	   1021
            193	    975	   1021
            194	    976	   1019
            195	    977	   1017
            196	    975	   1018
            197	    976	   1021
            198	    977	   1023
            199	    981	   1022
            200	    981	   1020
            201	    981	   1018
            202	    978	   1019
            203	    980	   1020
            204	    982	   1022
            205	    983	   1020
            206	    981	   1021
            207	    981	   1017
            208	    975	   1016
            209	    973	   1016
            210	    974	   1016
            211	    972	   1012
            212	    970	   1010
            213	    970	   1007
            214	    970	   1004
            215	    973	   1006
            216	    974	   1013
            217	    973	   1013
            218	    972	   1017
            219	    965	   1017
            220	    961	   1015
            221	    960	   1019
            222	    959	   1018
            223	    958	   1017
            224	    956	   1015
            225	    953	   1010
            226	    948	   1010
            227	    947	   1012
            228	    948	   1014
            229	    948	   1013
            230	    945	   1011
            231	    942	   1009
            232	    943	   1007
            233	    942	   1009
            234	    943	   1011
            235	    944	   1009
            236	    946	   1008
            237	    943	   1008
            238	    940	   1008
            239	    942	   1011
            240	    944	   1012
            241	    944	   1012
            242	    945	   1011
            243	    943	   1012
            244	    942	   1011
            245	    943	   1012
            246	    944	   1014
            247	    943	   1014
            248	    943	   1012
            249	    940	   1009
            250	    935	   1010
            251	    929	   1013
            252	    916	   1013
            253	    908	   1007
            254	    906	   1003
            255	    914	   1002
            256	    927	   1009
            257	    946	   1017
            258	    982	   1026
            259	   1042	   1043
            260	   1118	   1071
            261	   1194	   1110
            262	   1262	   1158
            263	   1326	   1206
            264	   1374	   1256
            265	   1394	   1297
            266	   1384	   1311
            267	   1341	   1300
            268	   1252	   1258
            269	   1148	   1188
            270	   1050	   1100
            271	    977	   1018
            272	    936	    955
            273	    920	    929
            274	    919	    928
            275	    927	    942
            276	    943	    964
            277	    958	    985
            278	    965	   1004
            279	    960	   1016
            280	    952	   1020
            281	    949	   1022
            282	    949	   1020
            283	    948	   1017
            284	    948	   1016
            285	    945	   1015
            286	    940	   1014
            287	    938	   1015
            288	    937	   1016
            289	    938	   1013
            290	    937	   1012
            291	    934	   1012
            292	    931	   1009
            293	    932	   1013
            294	    934	   1014
            295	    935	   1014
            296	    932	   1012
            297	    931	   1012
            298	    927	   1012
            299	    930	   1014
            300	    933	   1015
            301	    931	   1013
            302	    932	   1011
            303	    930	   1012
            304	    929	   1013
            305	    931	   1015
            306	    929	   1018
            307	    929	   1015
            308	    930	   1016
            309	    931	   1014
            310	    927	   1014
            311	    930	   1017
            312	    932	   1019
            313	    933	   1020
            314	    936	   1016
            315	    932	   1016
            316	    930	   1016
            317	    934	   1017
            318	    938	   1019
            319	    937	   1020
            320	    937	   1020
            321	    937	   1020
            322	    936	   1020
            323	    939	   1023
            324	    942	   1025
            325	    945	   1023
            326	    946	   1024
            327	    944	   1023
            328	    944	   1024
            329	    946	   1025
            330	    950	   1031
            331	    955	   1030
            332	    956	   1031
            333	    956	   1029
            334	    955	   1030
            335	    960	   1035
            336	    966	   1040
            337	    969	   1036
            338	    972	   1037
            339	    973	   1039
            340	    976	   1040
            341	    982	   1046
            342	    987	   1052
            343	    992	   1051
            344	    997	   1054
            345	    998	   1055
            346	    999	   1055
            347	   1004	   1060
            348	   1010	   1064
            349	   1016	   1065
            350	   1016	   1066
            351	   1019	   1068
            352	   1023	   1069
            353	   1027	   1072
            354	   1031	   1077
            355	   1036	   1079
            356	   1035	   1076
            357	   1036	   1078
            358	   1038	   1079
            359	   1041	   1080
            360	   1045	   1084
            361	   1047	   1084
            362	   1046	   1084
            363	   1046	   1084
            364	   1043	   1083
            365	   1044	   1085
            366	   1043	   1088
            367	   1042	   1083
            368	   1041	   1081
            369	   1035	   1079
            370	   1033	   1076
            371	   1030	   1076
            372	   1027	   1076
            373	   1022	   1073
            374	   1018	   1068
            375	   1011	   1065
            376	   1006	   1062
            377	   1001	   1058
            378	    998	   1058
            379	    994	   1052
            380	    988	   1047
            381	    981	   1044
            382	    976	   1041
            383	    974	   1037
            384	    972	   1038
            385	    970	   1032
            386	    969	   1030
            387	    963	   1026
            388	    961	   1022
            389	    959	   1025
            390	    961	   1024
            391	    962	   1023
            392	    962	   1021
            393	    954	   1018
            394	    955	   1017
            395	    954	   1018
            396	    958	   1021
            397	    959	   1017
            398	    958	   1016
            399	    955	   1013
            400	    954	   1011
            401	    955	   1014
            402	    954	   1016
            403	    956	   1015
            404	    955	   1015
            405	    954	   1014
            406	    953	   1010
            407	    954	   1013
            408	    958	   1016
            409	    958	   1014
            410	    958	   1015
            411	    958	   1014
            412	    957	   1014
            413	    959	   1016
            414	    960	   1020
            415	    961	   1016
            416	    961	   1015
            417	    960	   1015
            418	    958	   1014
            419	    961	   1015
            420	    962	   1021
            421	    964	   1023
            422	    964	   1021
            423	    962	   1016
            424	    960	   1019
            425	    962	   1018
            426	    963	   1020
            427	    965	   1019
            428	    965	   1020
            429	    965	   1019
            430	    961	   1020
            431	    962	   1022
            432	    965	   1022
            433	    965	   1021
            434	    964	   1020
            435	    962	   1019
            436	    963	   1019
            437	    962	   1020
            438	    963	   1022
            439	    965	   1020
            440	    964	   1019
            441	    961	   1016
            442	    959	   1017
            443	    958	   1020
            444	    961	   1018
            445	    962	   1017
            446	    961	   1018
            447	    959	   1014
            448	    957	   1015
            449	    958	   1016
            450	    959	   1017
            451	    960	   1016
            452	    957	   1014
            453	    958	   1011
            454	    956	   1011
            455	    954	   1010
            456	    955	   1013
            457	    956	   1012
            458	    956	   1010
            459	    954	   1009
            460	    953	   1009
            461	    954	   1009
            462	    955	   1010
            463	    955	   1008
            464	    955	   1006
            465	    954	   1004
            466	    949	   1003
            467	    951	   1004
            468	    952	   1007
            469	    950	   1006
            470	    951	   1004
            471	    951	   1002
            472	    948	   1002
            473	    947	   1001
            474	    949	   1003
            475	    950	   1003
            476	    949	   1001
            477	    947	   1002
            478	    944	    999
            479	    948	   1001
            480	    947	   1003
            481	    949	   1002
            482	    950	   1000
            483	    946	    998
            484	    944	    997
            485	    945	    999
            486	    949	   1001
            487	    948	   1001
            488	    947	    999
            489	    947	    997
            490	    945	    995
            491	    944	    998
            492	    945	   1000
            493	    947	   1001
            494	    948	    998
            495	    947	    997
            496	    947	    995
            497	    949	    998
            498	    952	    999
            499	    953	    999
            500	    957	    999
            501	    957	    998
            502	    961	    998
            503	    962	    999
            504	    962	   1002
            505	    962	   1002
            506	    961	    997
            507	    963	   1000
            508	    962	    998
            509	    967	   1001
            510	    970	   1002
            511	    971	   1002
            512	    972	    998
            513	    970	    997
            514	    969	    998
            515	    971	   1000
            516	    974	   1003
            517	    974	   1000
            518	    971	   1000
            519	    969	    998
            520	    965	    994
            521	    961	    995
            522	    962	    994
            523	    961	    992
            524	    961	    989
            525	    962	    987
            526	    960	    989
            527	    962	    995
            528	    964	   1001
            529	    960	   1002
            530	    956	   1001
            531	    953	   1001
            532	    949	   1001
            533	    948	   1000
            534	    948	   1002
            535	    946	   1000
            536	    943	    997
            537	    943	    995
            538	    940	    995
            539	    938	    994
            540	    939	    995
            541	    938	    995
            542	    937	    992
            543	    934	    993
            544	    934	    990
            545	    934	    993
            546	    934	    995
            547	    937	    992
            548	    936	    993
            549	    936	    993
            550	    932	    993
            551	    933	    995
            552	    934	    997
            553	    934	    995
            554	    936	    995
            555	    934	    992
            556	    933	    991
            557	    934	    993
            558	    937	    996
            559	    937	    995
            560	    935	    994
            561	    932	    994
            562	    922	    995
            563	    910	    993
            564	    900	    990
            565	    897	    987
            566	    906	    988
            567	    917	    992
            568	    933	    996
            569	    969	   1009
            570	   1033	   1027
            571	   1113	   1061
            572	   1199	   1104
            573	   1270	   1152
            574	   1331	   1203
            575	   1374	   1256
            576	   1392	   1291
            577	   1370	   1293
            578	   1297	   1259
            579	   1182	   1183
            580	   1063	   1083
            581	    972	    991
            582	    927	    931
            583	    914	    909
            584	    916	    913
            585	    923	    932
            586	    940	    956
            587	    953	    983
            588	    956	   1002
            589	    949	   1005
            590	    945	   1002
            591	    941	    998
            592	    941	    997
            593	    941	    999
            594	    943	   1000
            595	    938	   1000
            596	    933	    996
            597	    929	    994
            598	    925	    991
            599	    925	    993
            600	    927	    996
            601	    927	    994
            602	    927	    994
            603	    922	    994
            604	    921	    993
            605	    920	    994
            606	    924	    996
            607	    925	    996
            608	    924	    997
            609	    926	    995
            610	    922	    995
            611	    924	    997
            612	    925	   1000
            613	    927	   1000
            614	    925	    997
            615	    925	    995
            616	    922	    993
            617	    924	    998
            618	    926	   1000
            619	    928	   1002
            620	    926	   1003
            621	    929	   1000
            622	    925	    999
            623	    930	   1001
            624	    930	   1004
            625	    930	   1003
            626	    932	   1002
            627	    931	   1001
            628	    933	   1004
            629	    935	   1005
            630	    937	   1009
            631	    942	   1011
            632	    943	   1005
            633	    942	   1007
            634	    942	   1009
            635	    944	   1012
            636	    948	   1016
            637	    953	   1015
            638	    956	   1017
            639	    958	   1016
            640	    958	   1018
            641	    965	   1023
            642	    969	   1029
            643	    971	   1027
            644	    975	   1029
            645	    978	   1030
            646	    981	   1031
            647	    986	   1036
            648	    991	   1039
            649	    998	   1042
            650	   1004	   1047
            651	   1004	   1047
            652	   1007	   1047
            653	   1011	   1051
            654	   1014	   1055
            655	   1020	   1055
            656	   1022	   1058
            657	   1023	   1059
            658	   1023	   1060
            659	   1029	   1064
            660	   1030	   1067
            661	   1038	   1067
            662	   1038	   1068
            663	   1036	   1070
            664	   1035	   1068
            665	   1038	   1071
            666	   1039	   1072
            667	   1039	   1071
            668	   1036	   1069
            669	   1033	   1066
            670	   1027	   1063
            671	   1027	   1064
            672	   1026	   1064
            673	   1023	   1060
            674	   1021	   1057
            675	   1009	   1052
            676	   1005	   1048
            677	   1001	   1046
            678	    999	   1045
            679	    996	   1042
            680	    991	   1036
            681	    983	   1033
            682	    978	   1029
            683	    974	   1026
            684	    972	   1024
            685	    970	   1020
            686	    968	   1017
            687	    963	   1013
            688	    960	   1012
            689	    959	   1012
            690	    960	   1011
            691	    957	   1011
            692	    958	   1006
            693	    953	   1002
            694	    952	   1001
            695	    953	   1001
            696	    955	   1001
            697	    955	   1002
            698	    954	   1002
            699	    954	    999
            700	    953	    997
            701	    955	   1001
            702	    956	   1003
            703	    955	   1003
            704	    955	    999
            705	    954	    996
            706	    953	    994
            707	    954	    999
            708	    956	   1000
            709	    958	   1002
            710	    957	   1001
            711	    957	   1000
            712	    955	    998
            713	    956	   1002
            714	    957	   1003
            715	    959	   1002
            716	    958	   1001
            717	    956	    998
            718	    956	    999
            719	    959	   1003
            720	    958	   1008
            721	    960	   1004
            722	    961	   1004
            723	    959	   1005
            724	    957	   1003
            725	    957	   1005
            726	    959	   1006
            727	    962	   1005
            728	    962	   1002
            729	    960	   1001
            730	    957	   1000
            731	    960	   1002
            732	    960	   1007
            733	    961	   1005
            734	    962	   1005
            735	    957	   1002
            736	    959	   1005
            737	    957	   1006
            738	    961	   1009
            739	    958	   1006
            740	    960	   1003
            741	    957	   1001
            742	    957	   1001
            743	    958	   1004
            744	    959	   1002
            745	    961	   1003
            746	    961	   1001
            747	    960	    999
            748	    955	    997
            749	    957	    999
            750	    958	    997
            751	    957	    995
            752	    957	    995
            753	    955	    994
            754	    954	    992
            755	    954	    995
            756	    953	    996
            757	    954	    994
            758	    953	    990
            759	    951	    989
            760	    949	    987
            761	    951	    991
            762	    950	    995
            763	    952	    991
            764	    951	    989
            765	    947	    986
            766	    947	    987
            767	    948	    987
            768	    950	    987
            769	    949	    986
            770	    949	    987
            771	    947	    982
            772	    945	    985
            773	    946	    985
            774	    947	    987
            775	    945	    984
            776	    945	    985
            777	    943	    983
            778	    942	    981
            779	    942	    984
            780	    943	    986
            781	    944	    984
            782	    944	    983
            783	    942	    981
            784	    942	    981
            785	    942	    984
            786	    943	    986
            787	    943	    983
            788	    943	    983
            789	    944	    981
            790	    944	    980
            791	    944	    983
            792	    947	    984
            793	    947	    983
            794	    948	    984
            795	    943	    982
            796	    943	    980
            797	    945	    982
            798	    945	    985
            799	    947	    982
            800	    951	    983
            801	    950	    983
            802	    954	    980
            803	    957	    985
            804	    958	    986
            805	    960	    987
            806	    961	    986
            807	    958	    986
            808	    957	    985
            809	    960	    987
            810	    962	    988
            811	    966	    986
            812	    966	    984
            813	    963	    982
            814	    961	    983
            815	    964	    985
            816	    968	    986
            817	    966	    985
            818	    966	    985
            819	    964	    982
            820	    960	    982
            821	    959	    983
            822	    955	    981
            823	    955	    978
            824	    956	    973
            825	    954	    973
            826	    955	    974
            827	    956	    975
            828	    960	    980
            829	    959	    984
            830	    956	    982
            831	    951	    983
            832	    947	    984
            833	    946	    985
            834	    948	    988
            835	    947	    985
            836	    945	    982
            837	    941	    980
            838	    938	    979
            839	    938	    982
            840	    935	    983
            841	    935	    981
            842	    933	    979
            843	    933	    976
            844	    933	    977
            845	    935	    980
            846	    937	    981
            847	    937	    981
            848	    934	    979
            849	    931	    978
            850	    930	    979
            851	    932	    978
            852	    934	    980
            853	    935	    979
            854	    936	    979
            855	    935	    981
            856	    933	    980
            857	    933	    976
            858	    934	    980
            859	    935	    978
            860	    934	    980
            861	    933	    979
            862	    929	    977
            863	    921	    980
            864	    910	    979
            865	    904	    973
            866	    907	    975
            867	    917	    979
            868	    930	    986
            869	    952	    994
            870	    990	   1009
            871	   1058	   1034
            872	   1131	   1070
            873	   1204	   1113
            874	   1267	   1159
            875	   1325	   1204
            876	   1361	   1244
            877	   1364	   1260
            878	   1325	   1249
            879	   1236	   1201
            880	   1122	   1121
            881	   1019	   1033
            882	    951	    968
            883	    919	    924
            884	    909	    909
            885	    910	    916
            886	    928	    935
            887	    948	    962
            888	    957	    985
            889	    955	    993
            890	    945	    992
            891	    942	    987
            892	    938	    983
            893	    941	    984
            894	    940	    989
            895	    939	    988
            896	    936	    986
            897	    930	    983
            898	    929	    982
            899	    928	    983
            900	    929	    985
            901	    929	    985
            902	    928	    984
            903	    927	    981
            904	    925	    982
            905	    927	    984
            906	    927	    985
            907	    926	    981
            908	    928	    984
            909	    926	    982
            910	    927	    983
            911	    928	    986
            912	    930	    987
            913	    929	    985
            914	    927	    983
            915	    926	    980
            916	    926	    983
            917	    926	    987
            918	    929	    992
            919	    928	    988
            920	    930	    987
            921	    928	    985
            922	    926	    984
            923	    927	    984
            924	    933	    987
            925	    934	    988
            926	    934	    988
            927	    933	    988
            928	    929	    990
            929	    935	    992
            930	    937	    994
            931	    939	    992
            932	    939	    989
            933	    937	    990
            934	    938	    991
            935	    942	    994
            936	    944	    998
            937	    948	    998
            938	    949	    999
            939	    951	    998
            940	    953	    999
            941	    957	   1002
            942	    961	   1003
            943	    965	   1005
            944	    966	   1007
            945	    970	   1010
            946	    972	   1013
            947	    976	   1014
            948	    981	   1021
            949	    983	   1021
            950	    988	   1022
            951	    990	   1022
            952	    992	   1023
            953	    998	   1030
            954	   1003	   1033
            955	   1006	   1035
            956	   1010	   1035
            957	   1012	   1039
            958	   1013	   1040
            959	   1015	   1042
            960	   1019	   1046
            961	   1025	   1047
            962	   1026	   1048
            963	   1026	   1050
            964	   1027	   1051
            965	   1031	   1055
            966	   1032	   1058
            967	   1035	   1058
            968	   1036	   1057
            969	   1031	   1055
            970	   1030	   1054
            971	   1033	   1054
            972	   1031	   1056
            973	   1032	   1056
            974	   1030	   1057
            975	   1025	   1055
            976	   1022	   1049
            977	   1018	   1047
            978	   1016	   1048
            979	   1013	   1045
            980	   1005	   1037
            981	   1003	   1034
            982	    997	   1031
            983	    993	   1030
            984	    990	   1030
            985	    989	   1026
            986	    984	   1021
            987	    979	   1016
            988	    972	   1013
            989	    971	   1011
            990	    970	   1010
            991	    971	   1005
            992	    967	   1001
            993	    964	    998
            994	    962	    997
            995	    961	    998
            996	    963	    999
            997	    964	    996
            998	    961	    993
            999	    957	    991
